TV,Radio,Social_Media,Influencer,Sales
35.00,11.706608720,1.951565452,Macro,121.78930930
68.00,27.814918880,2.873346769,Nano,243.28643430
72.00,20.742143790,4.946222913,Micro,256.77315830
47.00,19.696485460,3.041314013,Macro,167.51011190
12.00,14.721470210,0.316274429,Macro,47.47793366
18.00,10.386455070,4.847890485,Mega,59.11681259
11.00,7.688273010,3.023129063,Nano,33.69268793
48.00,12.108691820,0.745238723,Macro,172.73118830
92.00,35.201357770,3.687555874,Micro,330.05329340
74.00,25.561910250,5.459718097,Micro,261.96681230
89.00,30.579691190,5.915506812,Nano,315.20589020
33.00,6.308065519,2.636176178,Macro,117.17496850
98.00,31.934070820,4.645249764,Micro,349.08514370
96.00,31.123118410,2.603734722,Macro,341.76700220
79.00,18.679365780,1.179350528,Nano,281.27147530
10.00,5.217558811,1.075065424,Nano,31.19940869
21.00,2.438852131,2.350370592,Macro,65.53425420
50.00,19.348855030,2.369900004,Macro,177.95536860
71.00,24.920956810,2.421698753,Mega,252.27631680
75.00,24.904448840,2.148412803,Nano,269.53011330
78.00,34.095081640,6.181578337,Micro,274.55041780
22.00,14.041936650,4.643545687,Macro,76.21534065
88.00,25.788008860,5.001771868,Macro,309.29333490
88.00,37.287222660,11.964333090,Micro,311.77377360
61.00,27.201626350,6.320749317,Nano,216.90791960
47.00,23.268485760,1.478256831,Nano,172.09769500
72.00,30.364939380,5.110394334,Mega,259.69564900
95.00,33.708992350,4.448986898,Nano,337.79595280
38.00,8.430632401,1.893366838,Micro,138.67447030
66.00,20.822131260,4.347559873,Mega,236.32233150
12.00,2.290614127,0.323279826,Mega,36.83150956
47.00,20.936505210,4.774722284,Micro,166.78338030
38.00,21.971777340,3.883806758,Nano,138.00105160
60.00,20.114982900,3.835213717,Nano,219.92916330
72.00,18.552392660,4.524162340,Macro,254.80089200
69.00,15.620125820,0.969789938,Nano,242.72923330
92.00,32.317050240,4.646319634,Nano,328.32613370
85.00,27.900787470,2.420804146,Macro,306.38000540
62.00,13.482924900,2.810263336,Macro,215.12403140
32.00,8.072375614,3.938810437,Nano,108.53357790
57.00,16.966178900,4.938305555,Nano,202.88258060
37.00,13.527679820,1.309440016,Micro,134.69712020
100.00,27.779895410,5.280720518,Mega,359.03884260
30.00,4.328535678,0.477257281,Micro,102.35079400
25.00,5.488755498,0.394929989,Macro,91.87763522
26.00,2.881749041,1.830336330,Nano,96.04950486
73.00,32.169399050,6.718189775,Nano,264.13990110
25.00,4.590911983,1.016804919,Mega,91.08533492
95.00,31.357293040,9.619583514,Nano,336.41663640
20.00,3.594371591,0.189194993,Micro,71.90032960
29.00,7.615687099,1.294083271,Macro,107.69540380
66.00,25.375701360,5.073874121,Micro,237.57022990
69.00,22.446654750,6.654602404,Mega,243.81440220
43.00,18.672689310,1.532240466,Micro,154.48537730
63.00,20.178223040,0.653839725,Macro,227.55103540
42.00,22.000418260,2.830148305,Micro,149.19169620
40.00,9.383684038,1.622313049,Nano,144.29549670
32.00,12.082565850,0.365613326,Macro,112.27561320
40.00,13.802144490,4.654436607,Nano,144.40356760
90.00,32.328937290,6.664554157,Macro,325.06746670
47.00,19.085492130,2.485246038,Nano,162.50637270
58.00,13.949367670,4.793888364,Macro,210.06034640
31.00,10.424798830,3.181398570,Mega,113.44964030
16.00,2.081858668,2.995109293,Micro,53.80315203
18.00,6.175359183,1.206347827,Macro,64.05534799
86.00,28.645119690,4.707488062,Nano,311.67024090
31.00,15.763978980,0.890836345,Micro,112.41511120
26.00,6.436900014,1.163715191,Mega,94.18913988
39.00,16.495264910,0.747077391,Nano,138.13803260
27.00,0.815585276,3.082830489,Micro,95.10306677
47.00,14.909388970,0.172817665,Macro,164.12238700
83.00,23.661000000,3.981732914,Nano,299.33802640
98.00,28.552920260,5.105355549,Nano,347.16339890
61.00,15.322175220,4.379749933,Macro,222.69676850
86.00,38.575778620,13.981662080,Macro,306.80759830
95.00,28.920826190,3.084052767,Micro,334.56039700
30.00,14.790083580,4.567818320,Macro,106.34877770
77.00,21.795090630,5.432038429,Mega,267.71146010
77.00,30.670232910,2.807285171,Nano,272.04424440
46.00,18.904046880,3.609313091,Nano,161.58733610
74.00,23.059222460,7.068861538,Mega,264.45988280
69.00,24.574044910,8.260131069,Macro,246.96718590
100.00,34.771450230,6.553819539,Micro,356.53325180
92.00,29.340508110,4.968613722,Mega,329.69534240
10.00,1.203624003,1.044443974,Mega,34.15884466
79.00,27.414973880,2.039587033,Mega,277.97789750
78.00,22.767862060,1.967175424,Macro,274.90180240
96.00,36.339203550,2.480408288,Mega,345.24870170
44.00,14.631638850,0.635238342,Nano,156.86326850
48.00,18.083951370,3.041877866,Micro,174.72813750
13.00,5.654204913,3.614718008,Micro,47.46271526
27.00,5.345458831,1.836594068,Micro,96.09869452
15.00,3.636114603,0.732190448,Micro,51.80370956
35.00,6.790018809,1.234108294,Macro,121.92750050
90.00,33.543956160,7.805689746,Nano,323.00280620
86.00,23.397401950,3.278632470,Macro,307.62931780
47.00,18.777369760,0.041229108,Mega,168.89516960
87.00,28.083872560,3.530834327,Mega,308.82624990
96.00,31.775944050,7.021627245,Micro,337.26442090
15.00,1.446983796,2.921059933,Micro,56.04128018
29.00,8.031844855,3.237071791,Mega,99.40704503
26.00,3.497184714,1.675119633,Macro,94.28663392
90.00,25.802469220,3.378647937,Micro,320.88314380
32.00,8.060818299,3.624347691,Nano,113.41982800
43.00,9.487338070,1.971801126,Mega,151.81017920
99.00,31.397147030,4.282725886,Macro,357.11147240
100.00,28.656718770,3.518439608,Macro,358.42073860
21.00,5.935557327,0.186156177,Macro,70.99640577
84.00,23.411866120,3.386451320,Nano,304.13230830
36.00,10.796874520,3.619462671,Micro,125.54135000
76.00,28.586532950,8.637168807,Nano,267.27263890
96.00,36.363990320,4.408971244,Micro,338.29395300
46.00,19.575095970,4.310967846,Macro,162.37871660
87.00,35.645898640,5.481844244,Macro,307.49992750
30.00,8.321674582,0.139613948,Micro,104.42795010
88.00,23.214469400,1.176796593,Macro,320.17363880
27.00,13.227662710,5.247674761,Nano,98.78179678
33.00,13.463891840,1.837696108,Nano,116.79205840
34.00,13.806202300,1.953826728,Micro,120.06723700
21.00,9.677597999,2.621158928,Nano,72.67845873
83.00,33.004405760,4.937946143,Micro,295.45639390
52.00,25.431443640,4.587973850,Micro,185.73417030
19.00,7.055647466,2.038211676,Mega,69.14162383
29.00,13.028371690,4.531267811,Macro,103.91952350
84.00,24.599184110,4.602429717,Macro,298.58117240
20.00,11.842570320,3.544378981,Nano,69.63577196
63.00,28.352591650,4.695376460,Mega,229.14191190
18.00,8.769271983,4.472197966,Mega,63.57169598
90.00,24.509163000,5.201518953,Nano,324.39316980
18.00,15.436837190,1.949948939,Mega,68.53864475
47.00,18.409105520,9.195497391,Nano,167.73980140
99.00,28.182365410,4.826003841,Mega,353.00322340
36.00,5.402287105,6.949626356,Macro,126.94022080
68.00,19.535547810,2.056270378,Micro,245.08281760
66.00,24.709531650,3.145122616,Macro,238.77966410
31.00,13.197160340,2.334421349,Nano,109.68320770
36.00,0.066122663,0.947359723,Micro,129.72432140
61.00,28.094114940,4.630805282,Mega,215.59148330
43.00,22.955838390,3.316618583,Micro,153.53832310
23.00,2.822739800,2.647984558,Nano,82.07620152
100.00,34.488204600,9.187199830,Mega,360.40005280
41.00,19.710845640,2.568993237,Mega,144.53759940
95.00,35.254351500,7.879232437,Micro,337.46517340
60.00,11.367319340,0.820350637,Micro,213.48265100
43.00,18.729289200,2.593969187,Macro,156.53900380
24.00,14.370813270,0.126918813,Micro,87.31981905
97.00,35.151474810,10.610895450,Mega,345.50682640
21.00,2.535155143,0.809429431,Macro,75.10298080
28.00,11.139202050,3.306201130,Micro,103.42081600
51.00,12.405378830,2.253725276,Mega,182.64114940
49.00,17.455737200,3.492273273,Macro,170.75165490
93.00,31.419906270,6.764271255,Micro,334.04139170
65.00,27.451771050,4.551897382,Macro,235.77118870
47.00,4.139878602,1.573396939,Macro,164.27367980
36.00,6.743957107,1.708179361,Micro,129.01502350
42.00,17.863177940,4.313004614,Macro,152.60218620
46.00,15.492178120,1.251590075,Macro,164.19889260
10.00,1.179966599,0.939788674,Mega,34.20517016
96.00,29.501640450,4.919930365,Macro,344.09006970
73.00,28.055282000,3.205905832,Micro,261.07903650
92.00,31.490861790,2.679171631,Micro,328.50205830
100.00,30.358926680,5.196090554,Macro,352.30439950
54.00,26.532734090,4.434096476,Nano,193.26101510
71.00,19.474156950,4.433751454,Nano,252.05226560
31.00,10.975903340,0.973358699,Micro,103.16018240
69.00,26.580513980,5.179786502,Mega,247.64362330
92.00,27.354830970,6.164968910,Mega,325.13886590
10.00,5.134350235,0.689810674,Micro,36.81113686
90.00,34.376983200,5.298158719,Mega,321.41091570
71.00,35.113461810,4.409213287,Mega,255.79712090
100.00,31.420838410,2.924102700,Micro,357.58713030
15.00,4.953746366,0.903951533,Nano,50.81086695
79.00,27.346137810,4.091102903,Nano,284.77849830
26.00,1.995924359,0.167337894,Nano,90.95073418
87.00,32.390812310,2.967629819,Nano,310.98831930
73.00,25.827385230,6.636373592,Macro,261.15603870
53.00,13.902812760,0.504150370,Micro,188.02676890
28.00,8.175976358,0.989815074,Macro,98.66788298
54.00,18.498578490,2.407925531,Nano,193.34077860
73.00,30.781777880,4.857009064,Mega,262.51009010
55.00,10.704033540,3.313741031,Macro,192.22014810
69.00,20.657849830,3.726708060,Macro,245.80373540
29.00,20.194546190,4.263712907,Macro,107.74774330
77.00,34.011815520,4.378510541,Nano,279.70634190
44.00,19.877376720,2.927407367,Mega,151.10130720
55.00,21.062075560,3.820039680,Micro,193.60957280
24.00,7.225799684,1.333769168,Macro,81.65390429
18.00,9.088533067,2.109127791,Micro,63.82023463
80.00,17.036889210,0.749839536,Nano,285.03750100
40.00,18.002911830,3.036473483,Mega,142.33312630
59.00,15.502646780,2.655940387,Nano,213.43626950
80.00,21.638721860,4.977302203,Nano,283.91779170
35.00,10.024388850,0.033313202,Nano,125.51275380
21.00,11.116999150,0.298541858,Nano,75.67241818
86.00,19.988648880,1.227231469,Nano,302.16014920
95.00,33.303693140,5.275759812,Macro,335.74030310
34.00,7.666725668,0.319328304,Nano,125.84165620
22.00,9.616684504,4.067506017,Nano,76.62726351
89.00,22.987718620,2.588135171,Mega,322.97632530
83.00,30.250540260,5.531109400,Macro,296.70914200
54.00,18.676186280,7.608255903,Mega,188.96387660
69.00,23.474737070,5.622279813,Micro,243.07452210
86.00,30.683481550,2.984064744,Nano,302.81670400
94.00,22.119732540,2.528224806,Macro,331.47182830
13.00,7.486313376,3.155098432,Macro,49.45664050
90.00,27.873592500,5.378532398,Micro,317.44662360
11.00,3.538664010,0.828501974,Nano,41.48489864
85.00,31.137072940,7.574485845,Nano,304.78300710
37.00,20.496238900,0.842590300,Micro,129.70006170
16.00,10.861234630,2.575875195,Macro,51.93438844
86.00,33.991325880,4.794126579,Nano,310.35039590
27.00,2.838152223,0.755762023,Nano,98.34374047
35.00,3.862101912,1.207369381,Micro,124.60616270
16.00,6.067807963,1.960487823,Nano,60.31194410
98.00,33.649677650,5.078640803,Micro,348.70734380
66.00,24.667170220,6.205361221,Mega,236.47994920
34.00,18.308389260,4.750979211,Nano,118.29336370
66.00,27.964045640,5.055596363,Nano,232.26529840
48.00,15.838792270,4.468691942,Micro,169.20706470
65.00,22.518723250,2.126138663,Micro,227.39576510
54.00,12.498164590,1.463925159,Micro,192.41042770
89.00,30.085653060,4.965533461,Nano,314.48394800
24.00,3.745263481,1.877094065,Mega,83.40241283
83.00,17.029203120,4.591346122,Micro,299.66318130
64.00,14.198455660,3.631962564,Nano,231.76426370
48.00,6.591213206,0.763794602,Macro,168.07505080
97.00,32.366117100,2.549591051,Nano,351.79047380
10.00,3.378004965,2.388981177,Mega,33.74191884
89.00,39.106255990,8.950138985,Macro,316.18635070
12.00,1.988066733,2.637867593,Mega,43.69948833
35.00,10.332733130,2.297236550,Mega,125.05808550
26.00,12.596960720,2.103348433,Micro,91.81486029
60.00,29.236586850,8.323847071,Nano,210.12164080
84.00,28.258242090,4.849899418,Mega,298.12401030
36.00,13.680583320,2.503554117,Macro,125.81724470
82.00,22.665470980,2.926556978,Mega,291.83719490
67.00,22.533440200,1.805945665,Nano,241.30523790
34.00,16.003458220,5.979958691,Micro,117.57679240
73.00,27.555490190,2.927052434,Micro,258.44513170
100.00,37.146666560,6.341597116,Nano,355.10939110
11.00,0.675873706,3.259920370,Mega,39.78232893
53.00,12.027826820,0.297664101,Macro,184.10059020
13.00,8.222252441,0.500016101,Mega,45.41847675
50.00,17.541132740,4.515252989,Nano,180.18698340
82.00,35.198422230,5.380117436,Mega,290.43796700
43.00,26.130909930,8.160684173,Micro,157.47492030
22.00,10.886474780,1.949233449,Micro,78.92808435
42.00,15.315672660,0.605210374,Nano,145.50027800
66.00,21.376082910,4.584668421,Micro,236.57447860
92.00,31.230122840,7.478934482,Nano,330.39096630
71.00,27.638603090,6.434458431,Macro,251.97983050
48.00,16.116002340,1.698185318,Mega,168.00503490
12.00,12.100639220,2.985636090,Macro,42.68958063
20.00,10.179603430,1.182064453,Nano,69.84162145
11.00,7.633014867,4.595993855,Macro,40.91116356
36.00,4.918865980,0.395812940,Nano,127.42818580
50.00,14.218223840,2.842302575,Mega,179.49876370
39.00,12.285246380,0.224403383,Micro,131.82056480
58.00,14.922966840,4.218225759,Mega,207.71395580
77.00,28.068056670,4.932782548,Micro,274.11998920
51.00,18.273542610,4.869751820,Nano,177.24354070
48.00,15.195338580,0.735757833,Nano,168.76847290
25.00,11.091263450,0.953751940,Mega,88.89038327
31.00,5.381640531,0.013626625,Micro,102.58356690
86.00,22.556568270,3.676136350,Mega,303.71664260
77.00,27.853664220,4.163342937,Macro,275.02850500
79.00,20.138871180,1.706797882,Micro,279.97902850
32.00,13.335361540,2.344050692,Nano,116.14431740
19.00,2.386864323,0.601455850,Micro,63.17607490
98.00,37.595137730,5.830734367,Micro,350.39792630
35.00,1.593057415,2.974800702,Mega,128.46903450
59.00,26.028472980,5.427977765,Micro,215.79129740
80.00,31.974004070,6.889013700,Macro,288.99612140
52.00,19.740438080,3.888113029,Micro,183.62771680
20.00,3.315550730,0.424423006,Micro,71.75423315
16.00,8.801618847,1.652085483,Mega,58.15906088
97.00,31.551074660,5.170242248,Macro,350.09088260
13.00,0.014486494,1.471709890,Micro,45.03232579
41.00,11.933168210,0.379865341,Nano,144.62840150
31.00,6.751330815,0.436407096,Micro,109.40193080
38.00,6.215195866,5.315751143,Mega,138.32112360
40.00,10.139159270,0.323433508,Macro,141.58869400
92.00,30.387157160,5.554089658,Mega,328.95587800
85.00,32.636679710,6.619127623,Macro,304.41999900
29.00,5.147269556,0.515674511,Macro,106.94993940
51.00,27.166989150,1.952594516,Micro,185.14615430
80.00,27.734990510,5.223389145,Nano,285.42567420
23.00,13.724179390,0.403192075,Macro,85.07028547
82.00,26.521219690,8.806432880,Macro,295.12076900
79.00,18.800243310,3.090105563,Macro,280.46953800
88.00,29.880663830,3.144183213,Mega,314.20503240
18.00,9.081157279,2.338192893,Mega,65.65345809
58.00,9.560125465,1.010489382,Micro,206.40833050
40.00,17.984333340,1.719860401,Nano,144.95883280
78.00,26.621957350,3.352122062,Mega,282.05059850
34.00,9.997653399,3.082762553,Micro,119.12703080
47.00,18.990436860,2.714217977,Micro,168.08144690
18.00,8.991212405,0.950586255,Micro,62.63569997
65.00,26.217056340,5.481302028,Macro,228.01814480
21.00,5.777996595,0.342541946,Mega,66.49664423
84.00,29.834289240,2.578412201,Micro,296.14223570
22.00,5.559315680,2.410001518,Micro,80.30333838
85.00,34.185896700,3.882799492,Macro,301.13068980
48.00,21.102761320,1.895651693,Mega,166.63136110
21.00,9.169823519,0.067278862,Nano,73.88883844
42.00,12.589965050,1.843294988,Macro,145.30787470
26.00,6.527093405,4.829395036,Macro,89.66739821
33.00,13.925059390,3.029450851,Micro,113.96436170
11.00,6.886104824,3.476852778,Macro,37.11199279
44.00,11.410189730,2.206969456,Mega,156.35624560
41.00,7.275071751,3.573620196,Nano,143.38448920
77.00,34.147593640,6.433184714,Macro,270.34898050
40.00,13.819867030,1.308923021,Mega,142.17468100
35.00,11.021271150,2.528031813,Nano,123.12585040
43.00,15.505000230,2.078108080,Macro,149.16301860
79.00,27.440537490,2.943291647,Mega,276.99016080
25.00,15.028636480,1.608618992,Nano,88.14692956
46.00,9.020878057,1.983441738,Micro,162.27874760
37.00,10.000314720,0.039404657,Mega,132.62134600
45.00,20.193603740,4.269134455,Micro,158.89484940
27.00,8.827911582,3.775343168,Nano,93.18584730
21.00,7.138058437,2.684297188,Nano,73.52872631
36.00,20.904928290,1.336251172,Nano,129.49548350
15.00,0.233438486,0.443924850,Micro,48.34134583
82.00,31.216321120,5.677709042,Mega,290.95936330
63.00,12.937220660,3.647490817,Macro,228.00067150
80.00,20.536198130,4.653805060,Nano,288.31286390
34.00,13.051953000,2.381356122,Macro,123.30312190
39.00,9.448712198,0.656320737,Nano,133.39031420
83.00,28.352336040,3.111934148,Macro,302.22687850
75.00,26.688580370,7.527451339,Nano,267.60076390
96.00,28.694821190,1.184927259,Macro,347.62174350
85.00,31.359108810,3.828096370,Mega,304.45687080
23.00,0.841225477,0.663195999,Mega,82.48651058
88.00,25.326785120,5.133571929,Macro,311.66143530
39.00,9.429549985,0.617180797,Micro,138.26770260
17.00,9.739491458,3.319238042,Nano,60.70006263
23.00,14.910145300,3.247083339,Mega,80.12635487
38.00,16.357287770,0.910704373,Nano,131.01229330
67.00,22.279876540,2.004705935,Nano,241.65680550
70.00,21.058151290,5.146705872,Macro,249.81146620
62.00,23.884647080,4.740680070,Mega,219.88111880
55.00,19.365327010,7.680491394,Macro,193.55652010
75.00,22.158417360,2.535527683,Mega,263.50794220
87.00,30.687092340,1.275253398,Nano,310.81532360
45.00,15.745234530,0.344629786,Micro,157.92451800
86.00,18.589053690,2.780680191,Micro,304.95111320
80.00,25.320347370,6.524476741,Mega,288.30309840
36.00,11.663555630,0.421868807,Micro,130.16104710
41.00,14.351889440,3.039988379,Micro,147.39466640
89.00,32.182719290,3.791252056,Macro,316.54003440
32.00,9.634628021,4.311247152,Macro,117.12608270
95.00,22.107738020,0.785405303,Micro,344.85190060
80.00,24.531546480,5.517524789,Nano,286.00217750
56.00,22.829311490,6.750361981,Micro,196.56889260
36.00,1.546544558,0.259152416,Micro,128.34165890
92.00,32.507310660,6.995889112,Nano,331.02383960
54.00,18.122253210,6.685431919,Nano,194.03581530
16.00,6.717837678,2.147242590,Micro,57.62621438
11.00,6.327931043,1.110666769,Macro,40.16005595
58.00,14.522403490,2.871804552,Mega,209.89500040
12.00,4.553901490,0.028845079,Macro,44.26360954
27.00,17.847972230,3.732882382,Mega,95.68459403
14.00,7.528707085,0.627605630,Nano,54.68936909
63.00,24.273732020,2.836324904,Micro,220.86358790
57.00,18.014148200,1.533416779,Nano,202.38706130
31.00,9.288699517,4.012589440,Nano,112.34530680
49.00,16.938068010,0.071734979,Macro,175.94647730
32.00,14.484218320,0.612035667,Micro,112.99421530
86.00,30.924260920,4.636847457,Mega,304.53746730
17.00,9.465577577,3.693051043,Nano,63.82033234
34.00,12.552622910,1.431271991,Micro,118.99830170
69.00,23.383083500,6.090079780,Macro,246.87541160
40.00,13.504087410,1.567266200,Mega,139.07514870
80.00,27.563669900,1.277631295,Micro,284.05794550
70.00,25.228579930,1.980812384,Mega,251.40363700
36.00,19.245740540,0.229962294,Mega,123.30723000
21.00,4.015279347,0.073865848,Macro,73.51436294
90.00,32.265456340,5.473180079,Micro,317.38581250
18.00,6.770558288,0.753333515,Macro,69.64708343
22.00,16.955069090,3.637021955,Micro,78.03576719
72.00,15.431293910,3.006825317,Macro,258.02884250
44.00,16.484924710,1.282186653,Micro,157.00588790
89.00,31.378889850,3.746037390,Mega,318.78305080
89.00,33.228955950,5.274594220,Macro,321.27739250
60.00,23.781881650,1.048029693,Nano,213.27247190
42.00,9.080773683,3.203523671,Nano,146.91014960
82.00,27.298857280,2.750432923,Mega,289.52300970
98.00,32.902468750,4.878579353,Nano,349.54060630
87.00,30.910300030,7.642073563,Micro,310.80089980
72.00,29.094327830,4.461362090,Macro,256.14115280
57.00,22.689345870,4.243392228,Nano,200.78435250
45.00,15.753545480,0.714255601,Micro,157.62972560
15.00,6.092326337,2.210370127,Mega,53.90032050
21.00,17.189907890,0.237534685,Macro,73.14737548
99.00,27.322093990,2.769970013,Macro,351.38966050
33.00,14.236281060,1.756967978,Macro,118.74271870
28.00,12.274419190,0.323515501,Nano,95.35275739
43.00,8.871398971,3.545252188,Macro,154.02265630
13.00,4.450937443,3.332875723,Macro,46.04861925
14.00,10.434004550,2.627862541,Micro,49.62290990
63.00,23.040765740,5.078547759,Micro,225.40937440
39.00,13.195981470,0.423432855,Macro,139.19716390
21.00,3.580580052,0.165207857,Macro,74.51676782
64.00,20.972244800,2.587763209,Macro,230.66169910
57.00,20.732058640,5.623284528,Mega,207.48632330
84.00,26.766446070,3.817537409,Mega,294.20287100
92.00,33.396049040,4.480487867,Nano,321.75046690
58.00,19.608657880,2.155239840,Macro,210.45848960
40.00,9.006915909,1.575542558,Macro,139.58064810
70.00,21.178769030,1.700145413,Macro,250.48268950
20.00,7.518263983,1.381464824,Nano,68.42501013
60.00,17.691734620,3.241365169,Nano,216.07896170
95.00,26.526481470,7.958528174,Micro,336.36915730
50.00,14.196526870,0.137827823,Mega,174.87406770
100.00,33.567401560,6.740516964,Macro,353.62205340
89.00,25.806299410,0.788523459,Macro,316.70944860
47.00,8.019407584,0.780992605,Micro,163.56690520
47.00,15.701338390,0.377178568,Nano,172.14120580
70.00,25.918333890,4.768469714,Nano,252.10675780
29.00,8.503710547,3.662492615,Macro,101.74612460
64.00,13.134941650,2.703723754,Micro,223.53389430
77.00,29.756753320,3.156460901,Macro,279.06151400
50.00,18.263056700,4.050816325,Mega,180.44240110
21.00,17.192143140,1.894452133,Micro,77.19592466
69.00,25.034700330,9.204856494,Macro,239.56808720
65.00,26.471856290,6.427113657,Nano,233.84310020
30.00,10.302725100,3.030377184,Micro,108.12221920
46.00,20.353896750,3.989674716,Macro,165.84080510
61.00,23.623333360,0.386922712,Mega,219.38983150
72.00,17.981939920,1.675082402,Micro,248.80237890
39.00,14.016951520,3.105424638,Nano,142.34538450
97.00,32.494730580,6.186571761,Macro,347.87761560
87.00,38.176053750,6.963602725,Mega,307.41632600
89.00,32.452090070,4.445174089,Micro,324.58927690
36.00,7.734769762,1.820901371,Micro,124.76212060
60.00,19.083716820,2.884634332,Nano,211.65217520
19.00,12.669966390,1.461187917,Mega,69.72137850
24.00,12.879172120,0.569848093,Nano,84.35561875
56.00,25.107140760,7.154155755,Mega,201.36385810
66.00,17.009478770,6.048201516,Macro,240.49889960
91.00,31.570900790,5.354754236,Nano,331.86717430
65.00,13.283160320,1.042497914,Nano,234.95362460
56.00,20.551283970,1.437485088,Micro,200.47580900
21.00,9.726088372,0.863382785,Nano,75.92780039
52.00,17.238648580,7.172554439,Nano,188.96348030
36.00,10.566144220,2.638889554,Mega,128.41659430
79.00,25.067554040,3.429945412,Mega,285.76159200
74.00,21.604799310,4.666188365,Macro,261.47179050
84.00,26.410664380,5.163949549,Nano,298.97119420
51.00,18.957376350,2.877555299,Macro,183.48404550
20.00,4.218479595,2.092680162,Micro,68.12363535
20.00,12.229883490,5.542360445,Micro,75.93383288
45.00,17.450572730,3.797949477,Micro,156.79430810
63.00,20.356927740,1.927395643,Nano,222.50167250
82.00,27.116568600,4.626630461,Mega,291.53141750
43.00,13.704867460,2.218968013,Nano,151.26887290
10.00,2.563279595,2.194326393,Nano,36.91917963
28.00,6.698580072,2.975868625,Mega,97.08322836
96.00,25.736678370,4.179366017,Nano,346.94001220
21.00,4.192298884,1.011604124,Micro,75.34113980
41.00,4.510233003,0.651581966,Mega,148.90736060
69.00,31.301004770,4.080001577,Nano,247.95514560
64.00,22.194582600,3.116904294,Macro,228.63881750
81.00,29.098840130,3.436515796,Nano,288.83540780
91.00,27.360259470,6.603772501,Micro,320.46733970
84.00,29.659120310,5.892874671,Nano,300.33183960
93.00,37.708032650,6.430949390,Macro,326.26498160
99.00,33.429603040,6.443252612,Macro,353.46916000
70.00,23.216946070,4.202648436,Micro,250.25215250
90.00,28.380520470,4.338469575,Nano,318.62748490
34.00,3.974176914,2.878866014,Nano,117.62089980
26.00,2.170693374,0.057924027,Macro,91.76813254
64.00,14.493722020,0.737132129,Micro,228.67054970
97.00,38.242727700,7.117008220,Micro,350.11403710
73.00,30.282906630,4.224366390,Nano,260.25468670
54.00,22.938008060,0.049662684,Nano,188.46111450
18.00,3.398236382,0.905116643,Macro,64.50258019
38.00,12.253050350,2.427705252,Micro,137.92076340
43.00,10.062449070,0.247258530,Nano,154.89176620
38.00,21.826408970,2.802768211,Nano,132.72694580
79.00,17.971813120,1.541124943,Micro,281.53427660
63.00,28.527952810,3.168882093,Macro,224.46623980
28.00,7.273574298,2.962681744,Macro,105.73289250
33.00,13.349906190,1.461002855,Nano,116.12671350
96.00,34.659527480,2.733309859,Macro,342.49839370
47.00,17.987684990,4.832000332,Mega,169.77709160
63.00,19.283718790,0.481806199,Nano,224.11296160
82.00,29.497389810,6.111231604,Micro,291.31949080
48.00,18.011691200,5.942587756,Macro,164.70087760
82.00,28.754517110,1.621090004,Mega,291.32403190
31.00,9.926309363,2.270709178,Macro,112.49311280
18.00,9.714072444,3.383355406,Mega,65.42069676
30.00,5.232195406,2.164882999,Macro,101.29376100
20.00,4.307579249,0.047124006,Mega,72.18106625
29.00,7.868453405,1.960643728,Nano,99.31009056
15.00,5.139069280,1.558481320,Micro,52.29844801
74.00,16.777990610,2.297885997,Macro,261.21713930
23.00,13.310990980,0.731708591,Nano,76.32136362
81.00,24.005791440,3.774497494,Micro,287.93214910
83.00,34.685100910,10.030243800,Mega,298.63940970
69.00,23.615302680,5.555739478,Macro,246.13760930
10.00,0.858809909,3.621606085,Mega,36.88229796
94.00,30.402430660,5.207841441,Micro,336.16809120
37.00,12.262201190,0.438134940,Macro,136.55617950
11.00,4.205790339,3.058640830,Mega,38.63419974
98.00,25.838422280,6.986829858,Micro,353.13399780
63.00,23.563846350,7.897152010,Macro,225.16119840
24.00,7.225160543,0.001315390,Macro,86.45386027
33.00,11.224189650,5.585571387,Mega,115.06068520
25.00,6.289604837,1.761397829,Nano,89.58970992
43.00,15.695502090,4.621334711,Nano,156.95933260
52.00,15.701652460,3.943078855,Macro,184.88320650
87.00,24.951777850,1.015740835,Nano,303.87826250
68.00,29.195330410,8.045763533,Nano,245.63918760
90.00,32.326481820,5.609706527,Mega,322.00023840
62.00,16.444349950,7.489996820,Nano,217.91900510
46.00,13.979244700,0.891245828,Macro,162.96996050
96.00,22.751353380,8.688003416,Nano,345.89389590
77.00,16.074020280,2.696286698,Nano,274.93185370
90.00,30.484648880,5.005497564,Mega,316.46111530
83.00,23.076337330,0.831079356,Micro,291.96244070
19.00,5.263205766,1.251405937,Mega,71.44251373
27.00,14.125239760,0.417048422,Mega,95.88047198
42.00,15.646846980,1.920959216,Nano,151.06973580
62.00,17.037469200,1.778592176,Mega,222.08000560
64.00,19.210616640,3.087815141,Macro,221.73167390
87.00,27.734887680,3.636000569,Micro,315.31864840
28.00,13.168715460,1.873044843,Mega,99.09562263
11.00,2.588070098,0.331165434,Mega,37.48139169
60.00,22.402894400,5.276295758,Nano,212.49858280
28.00,7.949128866,0.926508325,Mega,102.81511610
54.00,19.272658470,1.302007252,Micro,194.35642490
66.00,32.862186400,8.186191406,Mega,238.06883240
35.00,15.253545030,0.935726218,Macro,123.65618590
76.00,30.702257900,6.693904146,Micro,267.52199010
62.00,23.674229820,3.363063357,Micro,218.99984960
